"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"644","07012005-6006","07","Chiapas","012","Berriozábal","005-6","006","7",454.1069,0,2,0,0,0,0,0,0,0.285714285714286,0,0.285714285714286
"645","07012005-6007","07","Chiapas","012","Berriozábal","005-6","007","156",365.3975,0,2,11,15.5023,12.8759,2.34229166666667,1.17053636363636,0,0.0128205128205128,0.0705128205128205,0.0833333333333333
"646","07012005-6008","07","Chiapas","012","Berriozábal","005-6","008","5",137.4801,0,0,1,4.7281,3.927,27.49602,3.927,0,0,0.2,0.2
"647","07012005-6009","07","Chiapas","012","Berriozábal","005-6","009","8",584.0997,0,1,1,142.8977,118.6874,73.0124625,118.6874,0,0.125,0.125,0.25
"648","07012005-6012","07","Chiapas","012","Berriozábal","005-6","012","70",47.0083,0,0,0,0,0,0,0,0,0,0,0
"649","07012005-6013","07","Chiapas","012","Berriozábal","005-6","013","23",39.559,0,1,15,29.6833,24.4171,3.43991304347826,2.32582857142857,0,0.0434782608695652,0.652173913043478,0.695652173913043
"650","07012005-6016","07","Chiapas","012","Berriozábal","005-6","016","5",160.5461,0,0,0,0,0,0,0,0,0,0,0
"651","07012005-6018","07","Chiapas","012","Berriozábal","005-6","018","579",967.8522,0,14,55,69.3825,57.0359,5.01477823834197,1.77714353741497,0,0.0241796200345423,0.0949913644214162,0.119170984455959
"652","07012005-6019","07","Chiapas","012","Berriozábal","005-6","019","2",9.9766,0,0,0,0,0,0,0,0,0,0,0
"653","07012006-0001","07","Chiapas","012","Berriozábal","006-0","001","7",987.1907,0,5,1,297.0343,246.7096,141.027242857143,246.7096,0,0.714285714285714,0.142857142857143,0.857142857142857
"654","07012006-0002","07","Chiapas","012","Berriozábal","006-0","002","943",1168.8517,0,74,565,566.2824,0,6.19751696712619,0,0,0.0784729586426299,0.59915164369035,0.67762460233298
"655","07012006-0003","07","Chiapas","012","Berriozábal","006-0","003","151",328.5191,0,42,34,51.8922,41.2353,6.52686953642384,2.83203304347826,0,0.278145695364238,0.225165562913907,0.503311258278146
"656","07012006-0005","07","Chiapas","012","Berriozábal","006-0","005","4",808.4974,0,1,2,392.4726,325.9784,202.12435,162.9892,0,0.25,0.5,0.75
"657","07012006-0006","07","Chiapas","012","Berriozábal","006-0","006","149",390.731,0,5,101,286.3302,237.2589,7.86706711409396,4.15976262626263,0,0.0335570469798658,0.677852348993289,0.711409395973154
"658","07012006-0007","07","Chiapas","012","Berriozábal","006-0","007","11",628.5953,0,1,4,74.1526,61.5893,57.1450272727273,15.397325,0,0.0909090909090909,0.363636363636364,0.454545454545455
"659","07012006-0009","07","Chiapas","012","Berriozábal","006-0","009","34",481.3346,0,5,3,42.4707,35.2752,14.1569,11.7584,0,0.147058823529412,0.0882352941176471,0.235294117647059
"660","07012006-0010","07","Chiapas","012","Berriozábal","006-0","010","28",602.9623,1,8,2,108.4656,90.089,21.5343678571429,45.0445,0.0357142857142857,0.285714285714286,0.0714285714285714,0.392857142857143
"661","07012006-0011","07","Chiapas","012","Berriozábal","006-0","011","7",645.062,0,0,0,0,0,0,0,0,0,0,0
"662","07012006-0012","07","Chiapas","012","Berriozábal","006-0","012","4",602.6989,0,0,0,0,0,0,0,0,0,0,0
"663","07012006-0013","07","Chiapas","012","Berriozábal","006-0","013","10",324.659,0,0,8,249.222,206.9978,32.4659,25.874725,0,0,0.8,0.8
"664","07012006-0014","07","Chiapas","012","Berriozábal","006-0","014","7",350.2691,0,1,2,70.2294,58.3309,50.0384428571429,29.16545,0,0.142857142857143,0.285714285714286,0.428571428571429
"665","07012006-0015","07","Chiapas","012","Berriozábal","006-0","015","48",22.4111,0,1,5,2.866,2.3803,0.466897916666667,0.47606,0,0.0208333333333333,0.104166666666667,0.125
"666","07012006-0016","07","Chiapas","012","Berriozábal","006-0","016","148",278.1432,0,21,11,10.6347,8.833,1.87934594594595,0.803,0,0.141891891891892,0.0743243243243243,0.216216216216216
"667","07013002-A001","07","Chiapas","013","Bochil","002-A","001","93",293.0331,0,0,87,274.8432,124.0405,3.1508935483871,1.42575287356322,0,0,0.935483870967742,0.935483870967742
"668","07013002-A002","07","Chiapas","013","Bochil","002-A","002","673",1047.2312,0,258,162,229.2381,103.4581,1.55606419019316,0.63863024691358,0,0.383358098068351,0.240713224368499,0.62407132243685
"669","07013002-A004","07","Chiapas","013","Bochil","002-A","004","31",522.0121,0,0,31,522.0121,235.5907,16.8391,7.5997,0,0,1,1
"670","07013002-A005","07","Chiapas","013","Bochil","002-A","005","136",312.8299,0,61,58,140.8466,63.5664,2.30021985294118,1.0959724137931,0,0.448529411764706,0.426470588235294,0.875
"671","07013002-A006","07","Chiapas","013","Bochil","002-A","006","37",716.3438,0,18,7,90.0464,40.6391,19.3606432432432,5.80558571428571,0,0.486486486486487,0.189189189189189,0.675675675675676
"672","07013002-A007","07","Chiapas","013","Bochil","002-A","007","2",42.9904,0,0,0,0,0,0,0,0,0,0,0
"673","07013002-A008","07","Chiapas","013","Bochil","002-A","008","67",115.075,0,52,15,35.615,16.0737,1.71753731343284,1.07158,0,0.776119402985075,0.223880597014925,1
"674","07013002-A009","07","Chiapas","013","Bochil","002-A","009","69",465.4648,0,12,46,252.7624,114.0751,6.74586666666667,2.47989347826087,0,0.173913043478261,0.666666666666667,0.840579710144927
"675","07013002-A010","07","Chiapas","013","Bochil","002-A","010","4",408.2262,0,0,4,408.2262,184.2381,102.05655,46.059525,0,0,1,1
"676","07013002-A011","07","Chiapas","013","Bochil","002-A","011","63",490.4964,0,0,60,456.1934,205.8859,7.78565714285714,3.43143166666667,0,0,0.952380952380952,0.952380952380952
"677","07013002-A012","07","Chiapas","013","Bochil","002-A","012","47",117.6644,0,9,37,95.6516,43.1687,2.50349787234043,1.16672162162162,0,0.191489361702128,0.787234042553192,0.978723404255319
"678","07013002-A013","07","Chiapas","013","Bochil","002-A","013","6",111.2481,0,1,3,30.9394,13.9634,18.54135,4.65446666666667,0,0.166666666666667,0.5,0.666666666666667
"679","07013002-A014","07","Chiapas","013","Bochil","002-A","014","3",191.6172,0,1,2,122.3196,55.2045,63.8724,27.60225,0,0.333333333333333,0.666666666666667,1
"680","07013002-A015","07","Chiapas","013","Bochil","002-A","015","116",932.2613,0,39,63,368.085,166.1224,8.03673534482759,2.63686349206349,0,0.336206896551724,0.543103448275862,0.879310344827586
"681","07013002-A016","07","Chiapas","013","Bochil","002-A","016","67",117.4847,0,15,51,92.5535,41.7708,1.75350298507463,0.819035294117647,0,0.223880597014925,0.761194029850746,0.985074626865672
"682","07013002-A017","07","Chiapas","013","Bochil","002-A","017","15",852.1136,0,0,14,219.8828,99.236,56.8075733333333,7.08828571428571,0,0,0.933333333333333,0.933333333333333
"683","07013002-A024","07","Chiapas","013","Bochil","002-A","024","17",94.5047,0,7,8,55.332,24.9721,5.5591,3.1215125,0,0.411764705882353,0.470588235294118,0.882352941176471
"684","07013002-A025","07","Chiapas","013","Bochil","002-A","025","30",181.8938,0,7,20,135.7389,61.2608,6.06312666666667,3.06304,0,0.233333333333333,0.666666666666667,0.9
"685","07013002-A026","07","Chiapas","013","Bochil","002-A","026","27",152.0951,0,11,4,25.43,11.477,5.63315185185185,2.86925,0,0.407407407407407,0.148148148148148,0.555555555555556
"686","07013002-A027","07","Chiapas","013","Bochil","002-A","027","117",301.6176,0,43,65,137.9354,62.2524,2.57792820512821,0.957729230769231,0,0.367521367521368,0.555555555555556,0.923076923076923
"687","07013002-A028","07","Chiapas","013","Bochil","002-A","028","10",23.2502,0,6,3,14.5186,6.5524,2.32502,2.18413333333333,0,0.6,0.3,0.9
"688","07013002-A029","07","Chiapas","013","Bochil","002-A","029","17",128.5004,0,8,6,33.5473,15.1404,7.55884705882353,2.5234,0,0.470588235294118,0.352941176470588,0.823529411764706
"689","07013002-A030","07","Chiapas","013","Bochil","002-A","030","6",55.2714,0,0,4,39.7773,17.952,9.2119,4.488,0,0,0.666666666666667,0.666666666666667
"690","07013002-A031","07","Chiapas","013","Bochil","002-A","031","120",154.9027,0,1,92,135.0359,60.9426,1.29085583333333,0.662419565217391,0,0.00833333333333333,0.766666666666667,0.775
"691","07013002-A032","07","Chiapas","013","Bochil","002-A","032","6",11.9275,0,6,0,0,0,0,0,0,1,0,1
"692","07013003-4001","07","Chiapas","013","Bochil","003-4","001","3",110.6479,0,0,3,110.6479,49.9369,36.8826333333333,16.6456333333333,0,0,1,1
"693","07013003-4002","07","Chiapas","013","Bochil","003-4","002","108",360.2599,0,76,9,33.0277,14.9059,3.33573981481481,1.65621111111111,0,0.703703703703704,0.0833333333333333,0.787037037037037
"694","07013003-4004","07","Chiapas","013","Bochil","003-4","004","113",436.6964,1,14,37,127.4233,57.5086,3.86456991150442,1.55428648648649,0.00884955752212389,0.123893805309735,0.327433628318584,0.460176991150442
"695","07013003-4005","07","Chiapas","013","Bochil","003-4","005","253",1231.2187,0,2,235,668.0866,301.5172,4.86647707509881,1.28305191489362,0,0.00790513833992095,0.928853754940711,0.936758893280632
"696","07013003-4007","07","Chiapas","013","Bochil","003-4","007","78",120.0633,0,0,75,114.2634,51.5691,1.53927307692308,0.687588,0,0,0.961538461538462,0.961538461538462
"697","07013003-4008","07","Chiapas","013","Bochil","003-4","008","600",1353.831,4,57,523,930.8146,420.4835,4.51277,0.988371146435453,0.00666666666666667,0.095,0.871666666666667,0.973333333333333
"698","07013003-4009","07","Chiapas","013","Bochil","003-4","009","221",355.3523,0,1,195,278.4295,125.6589,1.60792895927602,0.644404615384615,0,0.00452488687782805,0.882352941176471,0.886877828054299
"699","07013003-4010","07","Chiapas","013","Bochil","003-4","010","790",1698.1652,0,211,519,1054.5346,484.795,6.44872860759494,2.54945702169625,0,0.267088607594937,0.656962025316456,0.924050632911392
"700","07013003-4011","07","Chiapas","013","Bochil","003-4","011","50",336.538,0,0,47,213.8996,96.5359,6.73076,2.05395531914894,0,0,0.94,0.94
"701","07013003-4012","07","Chiapas","013","Bochil","003-4","012","1",79.2038,0,0,0,0,0,0,0,0,0,0,0
"702","07013003-4013","07","Chiapas","013","Bochil","003-4","013","227",574.2757,0,1,221,535.9738,241.8921,2.52984889867841,1.09453438914027,0,0.00440528634361234,0.973568281938326,0.977973568281938
"703","07013003-4014","07","Chiapas","013","Bochil","003-4","014","60",605.5366,0,13,46,460.5313,212.4283,20.1845533333333,12.8901577777778,0,0.216666666666667,0.766666666666667,0.983333333333333
"704","07013003-4015","07","Chiapas","013","Bochil","003-4","015","113",224.5105,1,15,92,174.9127,85.0053,5.96045575221239,3.03615470588235,0.00884955752212389,0.132743362831858,0.814159292035398,0.955752212389381
"705","07013003-4017","07","Chiapas","013","Bochil","003-4","017","20",211.7158,0,3,17,186.7185,84.2685,10.58579,4.95697058823529,0,0.15,0.85,1
"706","07013003-4018","07","Chiapas","013","Bochil","003-4","018","19",23.5487,0,0,17,21.8357,10.7952,2.47881052631579,1.46198,0,0,0.894736842105263,0.894736842105263
"707","07013003-4020","07","Chiapas","013","Bochil","003-4","020","12",11.8896,0,0,12,11.8896,5.3664,0.9908,0.4472,0,0,1,1
"708","07013003-4022","07","Chiapas","013","Bochil","003-4","022","11",29.816,0,3,5,8.9372,4.0334,2.71054545454545,0.80668,0,0.272727272727273,0.454545454545455,0.727272727272727
"709","07013003-4023","07","Chiapas","013","Bochil","003-4","023","56",81.4816,1,26,26,37.3806,16.8702,1.45502857142857,0.648853846153846,0.0178571428571429,0.464285714285714,0.464285714285714,0.946428571428571
"710","07013003-4024","07","Chiapas","013","Bochil","003-4","024","43",37.8612,0,4,36,31.0639,14.0194,0.880493023255814,0.389427777777778,0,0.0930232558139535,0.837209302325581,0.930232558139535
"711","07013003-4025","07","Chiapas","013","Bochil","003-4","025","20",33.705,0,0,20,33.705,15.212,1.68525,0.7606,0,0,1,1
"712","07013004-9001","07","Chiapas","013","Bochil","004-9","001","29",276.0104,0,6,23,218.9048,98.7942,9.5176,4.2954,0,0.206896551724138,0.793103448275862,1
"713","07013004-9002","07","Chiapas","013","Bochil","004-9","002","50",464.8254,1,22,27,68.3559,30.8497,9.296508,1.14258148148148,0.02,0.44,0.54,1
"714","07013004-9005","07","Chiapas","013","Bochil","004-9","005","30",206.5879,0,14,15,106.827,48.213,6.88626333333333,3.2142,0,0.466666666666667,0.5,0.966666666666667
"715","07013004-9006","07","Chiapas","013","Bochil","004-9","006","20",65.304,0,0,20,65.304,29.472,3.2652,1.4736,0,0,1,1
"716","07013004-9008","07","Chiapas","013","Bochil","004-9","008","202",849.2961,0,21,151,554.4273,250.2202,4.20443613861386,1.65708741721854,0,0.103960396039604,0.747524752475248,0.851485148514851
"717","07013004-9009","07","Chiapas","013","Bochil","004-9","009","122",236.7613,0,29,75,116.5557,52.6027,1.94066639344262,0.701369333333333,0,0.237704918032787,0.614754098360656,0.852459016393443
"718","07013004-9012","07","Chiapas","013","Bochil","004-9","012","82",80.1968,0,20,37,34.7069,15.6637,0.978009756097561,0.423343243243243,0,0.24390243902439,0.451219512195122,0.695121951219512
"719","07013004-9013","07","Chiapas","013","Bochil","004-9","013","38",173.6808,0,35,2,6.8036,3.0706,4.57054736842105,1.5353,0,0.921052631578947,0.0526315789473684,0.973684210526316
"720","07013004-9014","07","Chiapas","013","Bochil","004-9","014","226",97.1023,0,15,178,73.0904,35.2673,1.2889685840708,0.746278624260355,0,0.0663716814159292,0.787610619469027,0.853982300884956
"721","07013004-9015","07","Chiapas","013","Bochil","004-9","015","30",91.47,0,1,10,30.49,9.138,6.098,1.8276,0,0.0333333333333333,0.333333333333333,0.366666666666667
"722","07013004-9016","07","Chiapas","013","Bochil","004-9","016","79",12.5612,0,44,17,4.8636,2.1951,0.15900253164557,0.129123529411765,0,0.556962025316456,0.215189873417722,0.772151898734177
"723","07013004-9018","07","Chiapas","013","Bochil","004-9","018","22",74.6679,0,20,1,2.3864,1.077,3.39399545454545,1.077,0,0.909090909090909,0.0454545454545455,0.954545454545454
"724","07013004-9019","07","Chiapas","013","Bochil","004-9","019","24",50.7794,0,3,17,36.394,16.4252,2.11580833333333,0.966188235294118,0,0.125,0.708333333333333,0.833333333333333
"725","07013004-9020","07","Chiapas","013","Bochil","004-9","020","81",50.8307,0,52,17,10.9841,4.9572,0.627539506172839,0.2916,0,0.641975308641975,0.209876543209877,0.851851851851852
"726","07013004-9021","07","Chiapas","013","Bochil","004-9","021","13",256.3602,0,10,3,60.8602,21.3408,39.4400307692308,12.16605,0,0.769230769230769,0.230769230769231,1
"727","07013004-9022","07","Chiapas","013","Bochil","004-9","022","428",503.9321,2,55,321,273.7243,76.8684,2.35482289719626,0.514281176377579,0.00467289719626168,0.128504672897196,0.75,0.883177570093458
"728","07013004-9023","07","Chiapas","013","Bochil","004-9","023","36",155.7432,0,0,36,155.7432,23.0616,4.3262,0.6406,0,0,1,1
"729","07013004-9024","07","Chiapas","013","Bochil","004-9","024","90",94.1715,0,2,56,68.2806,30.8161,1.04635,0.5502875,0,0.0222222222222222,0.622222222222222,0.644444444444444
"730","07013004-9025","07","Chiapas","013","Bochil","004-9","025","35",107.196,0,12,5,16.9098,6.6961,6.12548571428571,2.016625,0,0.342857142857143,0.142857142857143,0.485714285714286
"731","07013004-9026","07","Chiapas","013","Bochil","004-9","026","41",607.8759,0,4,35,573.7453,258.9394,14.8262414634146,7.39826857142857,0,0.0975609756097561,0.853658536585366,0.951219512195122
"732","07013004-9027","07","Chiapas","013","Bochil","004-9","027","100",587.4,0,0,100,587.4,86.97,5.874,0.8697,0,0,1,1
"733","07013004-9032","07","Chiapas","013","Bochil","004-9","032","17",97.7058,0,0,0,0,0,0,0,0,0,0,0
"734","07013004-9033","07","Chiapas","013","Bochil","004-9","033","20",5.1149,0,0,17,1.5219,0.2254,0.255745,0.0132588235294118,0,0,0.85,0.85
"735","07013004-9034","07","Chiapas","013","Bochil","004-9","034","4",6.2126,0,1,3,5.4059,2.4397,1.55315,0.813233333333333,0,0.25,0.75,1
"736","07013007-2001","07","Chiapas","013","Bochil","007-2","001","173",285.6073,0,0,165,276.3335,124.7128,1.65090924855491,0.755835151515152,0,0,0.953757225433526,0.953757225433526
"737","07013007-2002","07","Chiapas","013","Bochil","007-2","002","1372",2920.5566,2,534,683,996.5004,450.0146,4.25737113702624,1.17229296187683,0.00145772594752187,0.389212827988338,0.497813411078717,0.888483965014577
"738","07013007-2003","07","Chiapas","013","Bochil","007-2","003","23",411.919,0,0,11,237.179,107.0422,17.9095217391304,9.73110909090909,0,0,0.478260869565217,0.478260869565217
"739","07013007-2006","07","Chiapas","013","Bochil","007-2","006","25",1367.352,0,2,23,1253.406,565.6793,54.69408,24.594752173913,0,0.08,0.92,1
"740","07013007-2007","07","Chiapas","013","Bochil","007-2","007","96",933.8619,0,0,91,908.0135,407.5173,19.45545625,6.09575444444444,0,0,0.947916666666667,0.947916666666667
"741","07013007-2009","07","Chiapas","013","Bochil","007-2","009","19",137.9356,0,0,15,108.4039,48.9241,7.25976842105263,3.26160666666667,0,0,0.789473684210526,0.789473684210526
"742","07013007-2011","07","Chiapas","013","Bochil","007-2","011","17",372.4214,0,2,14,213.4412,96.3284,21.9071411764706,6.8806,0,0.117647058823529,0.823529411764706,0.941176470588235
"743","07013008-7002","07","Chiapas","013","Bochil","008-7","002","2142",2893.3729,1,185,1734,2093.4165,929.8372,5.40312399626517,2.53933143790583,0.000466853408029879,0.0863678804855275,0.80952380952381,0.896358543417367
"744","07013008-7003","07","Chiapas","013","Bochil","008-7","003","54",168.7006,0,2,37,125.4812,56.6315,3.12408518518519,1.53058108108108,0,0.037037037037037,0.685185185185185,0.722222222222222
"745","07013008-7004","07","Chiapas","013","Bochil","008-7","004","11",236.9237,0,2,9,143.7102,64.8583,21.5385181818182,7.20647777777778,0,0.181818181818182,0.818181818181818,1
"746","07013008-7005","07","Chiapas","013","Bochil","008-7","005","150",909.7102,0,51,89,510.0112,237.7058,12.1294693333333,9.43679655172414,0,0.34,0.593333333333333,0.933333333333333
"747","07013008-7006","07","Chiapas","013","Bochil","008-7","006","35",40.677,0,0,35,40.677,8.8857,3.4866,0.9117,0,0,1,1
"748","07013008-7007","07","Chiapas","013","Bochil","008-7","007","4",127.7974,0,1,2,73.7275,33.2742,31.94935,16.6371,0,0.25,0.5,0.75
"749","07013008-7009","07","Chiapas","013","Bochil","008-7","009","35",203.3045,0,0,35,203.3045,42.4333,11.6174,3.4816,0,0,1,1
"750","07013008-7011","07","Chiapas","013","Bochil","008-7","011","362",1022.4046,3,75,277,613.6277,264.8491,5.64864419889503,1.27612896268401,0.00828729281767956,0.207182320441989,0.765193370165746,0.980662983425414
"751","07013008-7012","07","Chiapas","013","Bochil","008-7","012","418",880.7407,0,60,319,656.3165,286.0518,8.42814066985646,2.98195371660859,0,0.143540669856459,0.763157894736842,0.906698564593301
"752","07013008-7013","07","Chiapas","013","Bochil","008-7","013","21",1712.4156,0,0,0,0,0,0,0,0,0,0,0
"753","07013008-7021","07","Chiapas","013","Bochil","008-7","021","71",51.1646,0,2,59,40.797,18.5866,1.44125633802817,0.632287931034483,0,0.028169014084507,0.830985915492958,0.859154929577465
"754","07013008-7022","07","Chiapas","013","Bochil","008-7","022","86",18.2403,0,4,12,2.3833,1.0389,0.424193023255814,0.117536363636364,0,0.0465116279069767,0.13953488372093,0.186046511627907
"755","07013008-7023","07","Chiapas","013","Bochil","008-7","023","68",82.5918,0,14,38,41.3316,18.6536,1.21458529411765,0.490884210526316,0,0.205882352941176,0.558823529411765,0.764705882352941
"756","07013008-7024","07","Chiapas","013","Bochil","008-7","024","7",25.4664,0,0,7,25.4664,11.4934,3.63805714285714,1.64191428571429,0,0,1,1
"757","07013008-7025","07","Chiapas","013","Bochil","008-7","025","10",5.619,0,0,2,1.1238,0.5072,0.5619,0.2536,0,0,0.2,0.2
"758","07014001-2001","07","Chiapas","014","El Bosque","001-2","001","22",272.7533,0,0,1,6.1465,2.7272,12.3978772727273,2.7272,0,0,0.0454545454545455,0.0454545454545455
"759","07014001-2002","07","Chiapas","014","El Bosque","001-2","002","123",194.1678,0,0,0,0,0,0,0,0,0,0,0
"760","07014001-2003","07","Chiapas","014","El Bosque","001-2","003","155",1462.1114,0,0,155,1462.1114,654.0257,18.8659535483871,8.95972418300654,0,0,1,1
"761","07014001-2004","07","Chiapas","014","El Bosque","001-2","004","146",701.53,0,0,145,696.725,309.14,4.805,2.132,0,0,0.993150684931507,0.993150684931507
"762","07014001-2006","07","Chiapas","014","El Bosque","001-2","006","37",157.2981,0,0,29,123.2877,68.8927,12.7539,10.3889,0,0,0.783783783783784,0.783783783783784
"763","07014001-2007","07","Chiapas","014","El Bosque","001-2","007","590",424.273,0,6,500,343.5614,219.1307,1.43821355932203,0.890684520123839,0,0.0101694915254237,0.847457627118644,0.857627118644068
"764","07014001-2008","07","Chiapas","014","El Bosque","001-2","008","22",137.0446,0,0,20,124.586,96.8636,12.4586,8.9933,0,0,0.909090909090909,0.909090909090909
"765","07014001-2009","07","Chiapas","014","El Bosque","001-2","009","76",32.8844,0,2,44,19.0923,8.6115,0.865378947368421,0.325130952380952,0,0.0263157894736842,0.578947368421053,0.605263157894737
"766","07014001-2010","07","Chiapas","014","El Bosque","001-2","010","78",69.9244,0,0,73,67.4798,32.7474,2.6894,3.76791014492754,0,0,0.935897435897436,0.935897435897436
"767","07014001-2011","07","Chiapas","014","El Bosque","001-2","011","38",689.5214,0,0,33,598.7949,326.2542,54.4359,44.3418,0,0,0.868421052631579,0.868421052631579
"768","07014001-2012","07","Chiapas","014","El Bosque","001-2","012","6",218.9143,0,0,5,23.0498,10.2273,36.4857166666667,2.04546,0,0,0.833333333333333,0.833333333333333
"769","07014001-2013","07","Chiapas","014","El Bosque","001-2","013","347",75.6991,0,0,324,71.9521,37.9463,0.436306051873199,0.33771605734767,0,0,0.93371757925072,0.93371757925072
"770","07014001-2014","07","Chiapas","014","El Bosque","001-2","014","151",433.1737,0,0,151,433.1737,216.1449,5.7374,4.1416,0,0,1,1
"771","07014001-2015","07","Chiapas","014","El Bosque","001-2","015","497",239.6189,3,2,447,220.6501,122.8407,1.44639175050302,0.708743053474421,0.00603621730382294,0.00402414486921529,0.899396378269618,0.909456740442656
"772","07014001-2016","07","Chiapas","014","El Bosque","001-2","016","8",744.8872,0,0,7,651.7763,289.1966,93.1109,41.3138,0,0,0.875,0.875
"773","07014001-2017","07","Chiapas","014","El Bosque","001-2","017","57",51.6734,0,1,56,50.2384,23.4707,1.81310175438596,1.10982452830189,0,0.0175438596491228,0.982456140350877,1
"774","07014001-2018","07","Chiapas","014","El Bosque","001-2","018","2",269.4964,0,0,0,0,0,0,0,0,0,0,0
"775","07014001-2019","07","Chiapas","014","El Bosque","001-2","019","183",257.4444,0,1,182,256.0376,140.2128,2.8136,2.031,0,0.00546448087431694,0.994535519125683,1
"776","07014001-2020","07","Chiapas","014","El Bosque","001-2","020","146",407.6904,0,0,146,407.6904,180.894,2.7924,1.239,0,0,1,1
"777","07014001-2021","07","Chiapas","014","El Bosque","001-2","021","96",555.5136,0,0,75,433.995,247.2872,17.3598,14.1407,0,0,0.78125,0.78125
"778","07014001-2022","07","Chiapas","014","El Bosque","001-2","022","55",244.6455,0,0,0,0,0,0,0,0,0,0,0
"779","07014001-2023","07","Chiapas","014","El Bosque","001-2","023","74",138.5502,0,0,55,102.9765,60.2709,5.6169,4.5753,0,0,0.743243243243243,0.743243243243243
"780","07014001-2024","07","Chiapas","014","El Bosque","001-2","024","47",58.7641,0,0,47,58.7641,28.8576,2.5006,1.8051,0,0,1,1
"781","07014001-2025","07","Chiapas","014","El Bosque","001-2","025","102",577.473,0,0,80,452.92,254.5015,16.9845,13.835,0,0,0.784313725490196,0.784313725490196
"782","07014001-2027","07","Chiapas","014","El Bosque","001-2","027","314",598.1739,0,0,311,574.834,256.8619,3.81002484076433,4.08275548387097,0,0,0.990445859872611,0.990445859872611
"783","07014001-2028","07","Chiapas","014","El Bosque","001-2","028","15",15.648,0,0,15,15.648,8.6844,2.0864,1.5061,0,0,1,1
"784","07014001-2029","07","Chiapas","014","El Bosque","001-2","029","6",12.4936,0,0,6,12.4936,5.5435,2.08226666666667,0.923916666666667,0,0,1,1
"785","07014001-2030","07","Chiapas","014","El Bosque","001-2","030","230",472.314,0,0,230,472.314,209.557,2.05353913043478,0.911117391304348,0,0,1,1
"786","07014001-2032","07","Chiapas","014","El Bosque","001-2","032","83",53.9168,0,0,0,0,0,0,0,0,0,0,0
"787","07014002-7001","07","Chiapas","014","El Bosque","002-7","001","20",25.57,0,0,0,0,0,0,0,0,0,0,0
"788","07014002-7002","07","Chiapas","014","El Bosque","002-7","002","12",392.3916,0,0,0,0,0,0,0,0,0,0,0
"789","07014002-7004","07","Chiapas","014","El Bosque","002-7","004","771",2059.851,0,2,765,2043.7164,923.2868,5.34332295719844,3.8743874005305,0,0.00259403372243839,0.992217898832685,0.994811932555123
"790","07014002-7006","07","Chiapas","014","El Bosque","002-7","006","156",1064.232,0,0,155,1057.41,469.185,6.822,3.027,0,0,0.993589743589744,0.993589743589744
"791","07014002-7007","07","Chiapas","014","El Bosque","002-7","007","90",2485.8742,0,0,0,0,0,0,0,0,0,0,0
"792","07014002-7008","07","Chiapas","014","El Bosque","002-7","008","47",238.76,0,0,47,238.76,105.938,5.08,2.254,0,0,1,1
"793","07015002-4001","07","Chiapas","015","Cacahoatán","002-4","001","94",233.9467,0,0,92,226.1596,187.3299,4.97758936170213,6.28214175824176,0,0,0.978723404255319,0.978723404255319
"794","07015002-4002","07","Chiapas","015","Cacahoatán","002-4","002","82",242.058,0,0,75,232.0481,192.4381,5.90385365853659,3.57013243243243,0,0,0.914634146341463,0.914634146341463
"795","07015002-4003","07","Chiapas","015","Cacahoatán","002-4","003","349",1431.2417,0,0,300,1324.0601,1098.426,4.10097908309456,3.66142,0,0,0.859598853868195,0.859598853868195
"796","07015002-4004","07","Chiapas","015","Cacahoatán","002-4","004","214",7.4556,0,0,194,6.4661,5.2456,0.0696785046728972,0.052567770130012,0,0,0.906542056074766,0.906542056074766
"797","07015002-4005","07","Chiapas","015","Cacahoatán","002-4","005","100",463.5149,0,0,70,353.0365,292.8757,4.635149,4.18393857142857,0,0,0.7,0.7
"798","07015002-4006","07","Chiapas","015","Cacahoatán","002-4","006","119",12.7834,0,0,109,11.728,9.5155,0.322270588235294,0.203161210506281,0,0,0.915966386554622,0.915966386554622
"799","07015002-4007","07","Chiapas","015","Cacahoatán","002-4","007","125",830.0666,0,0,110,224.6503,185.5323,19.9215984,3.06751041456016,0,0,0.88,0.88
"800","07015002-4008","07","Chiapas","015","Cacahoatán","002-4","008","190",1384.5515,0,0,160,161.5831,132.2777,14.5742263157895,2.73198801674516,0,0,0.842105263157895,0.842105263157895
"801","07015002-4009","07","Chiapas","015","Cacahoatán","002-4","009","229",1583.5625,0,0,225,1289.7001,1016.3398,13.8302401746725,99.8827444124424,0,0,0.982532751091703,0.982532751091703
"802","07015002-4010","07","Chiapas","015","Cacahoatán","002-4","010","11",441.5345,0,0,11,441.5345,310.4126,80.279,39.5859777777778,0,0,1,1
"803","07015002-4011","07","Chiapas","015","Cacahoatán","002-4","011","1",119.1561,0,0,0,0,0,0,0,0,0,0,0
"804","07015002-4012","07","Chiapas","015","Cacahoatán","002-4","012","37",222.3936,0,0,34,216.7131,179.7829,6.01063783783784,5.28773235294118,0,0,0.918918918918919,0.918918918918919
