"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"4362","07059077-7001","07","Chiapas","059","Ocosingo","077-7","001","6",12842.8602,0,0,6,12842.8602,1571.8176,2140.4767,261.9696,0,0,1,1
"4363","07059078-1001","07","Chiapas","059","Ocosingo","078-1","001","1",9299.0119,0,0,0,0,0,0,0,0,0,0,0
"4364","07059079-6001","07","Chiapas","059","Ocosingo","079-6","001","5",10688.9525,0,3,2,4275.581,523.2818,2137.7905,261.6409,0,0.6,0.4,1
"4365","07059081-3001","07","Chiapas","059","Ocosingo","081-3","001","11",367.7784,0,0,11,367.7784,45.012,33.4344,4.092,0,0,1,1
"4366","07059081-3002","07","Chiapas","059","Ocosingo","081-3","002","67",1860.6034,0,0,1,27.7702,3.3988,27.7702,3.3988,0,0,0.0149253731343284,0.0149253731343284
"4367","07059081-3003","07","Chiapas","059","Ocosingo","081-3","003","13",2302.8173,0,0,13,2302.8173,281.8382,177.139792307692,21.6798615384615,0,0,1,1
"4368","07059081-3008","07","Chiapas","059","Ocosingo","081-3","008","12",203.8884,0,0,12,203.8884,24.954,16.9907,2.0795,0,0,1,1
"4369","07059081-3009","07","Chiapas","059","Ocosingo","081-3","009","42",1814.8746,0,0,12,518.5356,103.8792,86.4226,20.6812,0,0,0.285714285714286,0.285714285714286
"4370","07059082-8001","07","Chiapas","059","Ocosingo","082-8","001","10",85.605,0,0,1,8.5605,1.0477,8.5605,1.0477,0,0,0.1,0.1
"4371","07059082-8002","07","Chiapas","059","Ocosingo","082-8","002","3",1760.3424,0,0,3,1760.3424,215.4456,586.7808,71.8152,0,0,1,1
"4372","07059082-8003","07","Chiapas","059","Ocosingo","082-8","003","38",688.0985,0,0,38,688.0985,84.2171,18.1078552631579,2.21623947368421,0,0,1,1
"4373","07059082-8005","07","Chiapas","059","Ocosingo","082-8","005","11",42.8538,0,0,3,11.6874,2.3413,7.7916,1.8645,0,0,0.272727272727273,0.272727272727273
"4374","07059082-8006","07","Chiapas","059","Ocosingo","082-8","006","60",5492.8205,0,0,49,3296.3911,496.8207,183.094016666667,78.6716425531915,0,0,0.816666666666667,0.816666666666667
"4375","07059082-8007","07","Chiapas","059","Ocosingo","082-8","007","74",145.1066,0,0,63,123.5367,17.4125,3.9218,0.9385,0,0,0.851351351351351,0.851351351351351
"4376","07059083-2002","07","Chiapas","059","Ocosingo","083-2","002","15",9294.0205,0,0,15,9294.0205,1137.481,619.601366666667,75.8320666666667,0,0,1,1
"4377","07059084-7001","07","Chiapas","059","Ocosingo","084-7","001","1",10113.8003,0,0,0,0,0,0,0,0,0,0,0
"4378","07059085-1001","07","Chiapas","059","Ocosingo","085-1","001","21",11525.0205,0,0,21,11525.0205,1410.5301,548.8105,67.1681,0,0,1,1
"4379","07059086-6001","07","Chiapas","059","Ocosingo","086-6","001","13",7971.3523,0,0,12,3687.2736,451.28,613.180946153846,37.6066666666667,0,0,0.923076923076923,0.923076923076923
"4380","07059087-0002","07","Chiapas","059","Ocosingo","087-0","002","9",9072.6971,0,0,2,624.8072,76.4692,1008.07745555556,38.2346,0,0,0.222222222222222,0.222222222222222
"4381","07059088-5001","07","Chiapas","059","Ocosingo","088-5","001","1",11517.5536,0,0,0,0,0,0,0,0,0,0,0
"4382","07059090-2001","07","Chiapas","059","Ocosingo","090-2","001","3",235.095,0,0,3,235.095,28.773,78.365,9.591,0,0,1,1
"4383","07059090-2002","07","Chiapas","059","Ocosingo","090-2","002","192",2525.0008,0,0,190,2492.64,374.4081,39.4531375,18.112736416185,0,0,0.989583333333333,0.989583333333333
"4384","07059090-2004","07","Chiapas","059","Ocosingo","090-2","004","107",3831.4025,0,4,83,2972.0225,447.4672,71.615,17.1376,0,0.0373831775700935,0.775700934579439,0.813084112149533
"4385","07059090-2005","07","Chiapas","059","Ocosingo","090-2","005","138",3091.565,0,0,138,3091.565,411.1248,44.8052898550725,7.3345488372093,0,0,1,1
"4386","07059090-2006","07","Chiapas","059","Ocosingo","090-2","006","4",199.5944,0,0,4,199.5944,24.428,49.8986,6.107,0,0,1,1
"4387","07059090-2009","07","Chiapas","059","Ocosingo","090-2","009","16",717.5776,0,16,0,0,0,0,0,0,1,0,1
"4388","07059090-2010","07","Chiapas","059","Ocosingo","090-2","010","5",294.0425,0,0,0,0,0,0,0,0,0,0,0
"4389","07059091-7001","07","Chiapas","059","Ocosingo","091-7","001","27",8116.948,0,0,27,8116.948,993.4209,300.627703703704,36.7933666666667,0,0,1,1
"4390","07059091-7003","07","Chiapas","059","Ocosingo","091-7","003","21",408.4059,0,0,20,388.958,52.1515,38.8958,9.3079,0,0,0.952380952380952,0.952380952380952
"4391","07059091-7004","07","Chiapas","059","Ocosingo","091-7","004","325",3227.1063,0,0,280,2801.9248,342.9229,9.92955784615385,1.22472464285714,0,0,0.861538461538462,0.861538461538462
"4392","07059091-7007","07","Chiapas","059","Ocosingo","091-7","007","17",497.8994,0,0,7,205.0174,25.0915,29.2882,3.5845,0,0,0.411764705882353,0.411764705882353
"4393","07059092-1001","07","Chiapas","059","Ocosingo","092-1","001","30",9698.871,0,0,30,9698.871,1187.031,323.2957,39.5677,0,0,1,1
"4394","07059092-1002","07","Chiapas","059","Ocosingo","092-1","002","4",56.4908,0,0,4,56.4908,6.914,14.1227,1.7285,0,0,1,1
"4395","07059092-1003","07","Chiapas","059","Ocosingo","092-1","003","51",746.9664,0,0,51,746.9664,91.4226,14.6464,1.7926,0,0,1,1
"4396","07059093-6001","07","Chiapas","059","Ocosingo","093-6","001","1",6584.017,0,0,0,0,0,0,0,0,0,0,0
"4397","07059096-A001","07","Chiapas","059","Ocosingo","096-A","001","1",6023.0798,0,0,0,0,0,0,0,0,0,0,0
"4398","07059096-A002","07","Chiapas","059","Ocosingo","096-A","002","6",2751.9108,0,0,6,2751.9108,336.8022,458.6518,56.1337,0,0,1,1
"4399","07059097-4001","07","Chiapas","059","Ocosingo","097-4","001","1",10340.6193,0,0,0,0,0,0,0,0,0,0,0
"4400","07059098-9001","07","Chiapas","059","Ocosingo","098-9","001","1",10249.4356,0,0,0,0,0,0,0,0,0,0,0
"4401","07059101-2001","07","Chiapas","059","Ocosingo","101-2","001","11",3044.2456,0,0,11,3044.2456,502.0046,553.4992,132.4538,0,0,1,1
"4402","07059101-2002","07","Chiapas","059","Ocosingo","101-2","002","22",754.1153,0,0,22,754.1153,92.2945,34.2779681818182,4.19520454545455,0,0,1,1
"4403","07059101-2004","07","Chiapas","059","Ocosingo","101-2","004","5",5.3635,0,3,2,2.1454,0.2626,1.0727,0.1313,0,0.6,0.4,1
"4404","07059101-2005","07","Chiapas","059","Ocosingo","101-2","005","41",1101.629,0,1,6,161.214,53.1921,80.607,30.7612,0,0.024390243902439,0.146341463414634,0.170731707317073
"4405","07059101-2006","07","Chiapas","059","Ocosingo","101-2","006","60",5513.768,0,0,60,5513.768,674.8225,91.8961333333333,11.2470416666667,0,0,1,1
"4406","07059101-2007","07","Chiapas","059","Ocosingo","101-2","007","1",22.1443,0,0,0,0,0,0,0,0,0,0,0
"4407","07059101-2009","07","Chiapas","059","Ocosingo","101-2","009","13",795.9289,0,0,5,306.1265,70.7646,122.4506,48.2847,0,0,0.384615384615385,0.384615384615385
"4408","07059101-2011","07","Chiapas","059","Ocosingo","101-2","011","18",127.4762,0,0,18,127.4762,15.601,7.08201111111111,0.866722222222222,0,0,1,1
"4409","07059101-2012","07","Chiapas","059","Ocosingo","101-2","012","1",3061.8133,0,0,0,0,0,0,0,0,0,0,0
"4410","07059101-2013","07","Chiapas","059","Ocosingo","101-2","013","7",798.105,0,3,4,456.06,55.8164,114.015,13.9541,0,0.428571428571429,0.571428571428571,1
"4411","07059102-7001","07","Chiapas","059","Ocosingo","102-7","001","1",9456.1265,0,0,0,0,0,0,0,0,0,0,0
"4412","07059103-1001","07","Chiapas","059","Ocosingo","103-1","001","1",7891.9184,0,0,0,0,0,0,0,0,0,0,0
"4413","07059105-0001","07","Chiapas","059","Ocosingo","105-0","001","1",9762.711,0,0,0,0,0,0,0,0,0,0,0
"4414","07059110-1001","07","Chiapas","059","Ocosingo","110-1","001","1",4479.3305,0,0,0,0,0,0,0,0,0,0,0
"4415","07059110-1002","07","Chiapas","059","Ocosingo","110-1","002","3",10.2255,0,0,3,10.2255,1.2516,3.4085,0.4172,0,0,1,1
"4416","07059110-1003","07","Chiapas","059","Ocosingo","110-1","003","2",6.3814,0,0,2,6.3814,0.781,3.1907,0.3905,0,0,1,1
"4417","07059110-1004","07","Chiapas","059","Ocosingo","110-1","004","11",571.8631,0,0,11,571.8631,69.9891,51.9875545454546,6.36264545454545,0,0,1,1
"4418","07059111-6001","07","Chiapas","059","Ocosingo","111-6","001","1",12125.3816,0,0,0,0,0,0,0,0,0,0,0
"4419","07059116-9002","07","Chiapas","059","Ocosingo","116-9","002","11",10602.2059,0,0,7,56.0854,6.8642,963.8369,0.9806,0,0,0.636363636363636,0.636363636363636
"4420","07059116-9003","07","Chiapas","059","Ocosingo","116-9","003","33",296.2905,0,0,18,161.613,34.476,17.957,4.2972,0,0,0.545454545454545,0.545454545454545
"4421","07059116-9004","07","Chiapas","059","Ocosingo","116-9","004","30",19.146,0,0,19,12.1258,2.5283,1.2764,0.3054,0,0,0.633333333333333,0.633333333333333
"4422","07059117-3001","07","Chiapas","059","Ocosingo","117-3","001","1",8799.0459,0,0,0,0,0,0,0,0,0,0,0
"4423","07059119-2001","07","Chiapas","059","Ocosingo","119-2","001","133",12226.0015,0,9,116,5571.6956,681.908,91.9248233082707,5.87851724137931,0,0.0676691729323308,0.87218045112782,0.93984962406015
"4424","07059119-2004","07","Chiapas","059","Ocosingo","119-2","004","1",216.8058,0,0,0,0,0,0,0,0,0,0,0
"4425","07059119-2006","07","Chiapas","059","Ocosingo","119-2","006","58",1098.274,0,15,12,224.5128,42.0278,56.807275862069,21.4196,0,0.258620689655172,0.206896551724138,0.46551724137931
"4426","07059119-2009","07","Chiapas","059","Ocosingo","119-2","009","99",1680.108,0,50,9,146.2732,44.2919,33.9415757575758,17.8733071428571,0,0.505050505050505,0.0909090909090909,0.595959595959596
"4427","07059120-5001","07","Chiapas","059","Ocosingo","120-5","001","1",3504.451,0,0,0,0,0,0,0,0,0,0,0
"4428","07060001-5002","07","Chiapas","060","Ocotepec","001-5","002","571",5684.2725,0,38,529,2637.4588,711.0485,19.9098861646235,6.36378126195029,0,0.0665499124343257,0.926444833625219,0.992994746059545
"4429","07060001-5003","07","Chiapas","060","Ocotepec","001-5","003","1",131.0337,0,0,0,0,0,0,0,0,0,0,0
"4430","07060001-5008","07","Chiapas","060","Ocotepec","001-5","008","1",217.8402,0,0,0,0,0,0,0,0,0,0,0
"4431","07061003-1001","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","001","1",1632.5721,1,0,0,0,0,0,0,1,0,0,1
"4432","07061003-1002","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","002","109",1778.0619,0,75,7,123.5351,73.6326,16.3124944954128,10.5189428571429,0,0.688073394495413,0.0642201834862385,0.752293577981651
"4433","07061003-1004","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","004","33",453.1773,0,12,3,26.5694,15.8365,13.7326454545455,5.27883333333333,0,0.363636363636364,0.0909090909090909,0.454545454545455
"4434","07061003-1005","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","005","143",374.5108,8,30,49,127.9139,93.1226,13.0947832167832,10.8207692307692,0.0559440559440559,0.20979020979021,0.342657342657343,0.608391608391608
"4435","07061003-1006","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","006","18",109.9143,0,7,8,43.5533,29.0595,12.2127,10.7289857142857,0,0.388888888888889,0.444444444444444,0.833333333333333
"4436","07061003-1008","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","008","27",216.5947,0,8,9,47.2024,29.117,16.0440518518519,5.02792857142857,0,0.296296296296296,0.333333333333333,0.62962962962963
"4437","07061003-1009","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","009","35",338.8252,0,6,7,65.4761,39.0267,9.68072,5.57524285714286,0,0.171428571428571,0.2,0.371428571428571
"4438","07061003-1010","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","010","136",1113.4629,0,50,36,185.3649,114.3216,16.3744544117647,12.4898514285714,0,0.367647058823529,0.264705882352941,0.632352941176471
"4439","07061003-1013","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","013","168",1435.2095,0,109,6,15.041,8.9651,8.54291369047619,1.49418333333333,0,0.648809523809524,0.0357142857142857,0.68452380952381
"4440","07061003-1014","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","014","118",316.766,0,33,49,66.2164,39.944,8.05337288135593,2.00290638297872,0,0.279661016949153,0.415254237288136,0.694915254237288
"4441","07061003-1015","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","015","6",656.2295,0,6,0,0,0,0,0,0,1,0,1
"4442","07061003-1016","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","016","24",1039.6761,0,17,1,16.4331,9.7949,43.3198375,9.7949,0,0.708333333333333,0.0416666666666667,0.75
"4443","07061003-1017","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","017","124",606.922,0,43,31,75.4358,46.4371,14.6835967741935,7.26142037037037,0,0.346774193548387,0.25,0.596774193548387
"4444","07061003-1019","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","019","1",635.2015,0,0,0,0,0,0,0,0,0,0,0
"4445","07061003-1020","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","020","3",346.5293,0,0,0,0,0,0,0,0,0,0,0
"4446","07061003-1021","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","021","63",800.2818,0,54,2,7.815,4.6581,12.7028857142857,2.32905,0,0.857142857142857,0.0317460317460317,0.888888888888889
"4447","07061003-1022","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","022","172",777.3068,0,27,114,418.8321,267.8617,9.0384511627907,5.94234509803922,0,0.156976744186047,0.662790697674419,0.819767441860465
"4448","07061003-1023","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","023","4",43.8433,0,4,0,0,0,0,0,0,1,0,1
"4449","07061003-1025","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","025","34",139.8327,0,8,24,69.7182,41.6166,8.22545294117647,1.95471304347826,0,0.235294117647059,0.705882352941177,0.941176470588235
"4450","07061004-6001","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","001","308",1788.6783,0,66,48,216.5509,132.6511,29.0369853896104,8.91616621621622,0,0.214285714285714,0.155844155844156,0.37012987012987
"4451","07061004-6002","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","002","4",1458.233,0,4,0,0,0,0,0,0,1,0,1
"4452","07061004-6008","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","008","10",48.6978,0,0,7,34.3493,20.4738,4.86978,2.92482857142857,0,0,0.7,0.7
"4453","07061004-6009","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","009","4",538.3539,0,2,0,0,0,0,0,0,0.5,0,0.5
"4454","07061004-6011","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","011","4",392.2918,0,1,0,0,0,0,0,0,0.25,0,0.25
"4455","07061004-6012","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","012","244",981.3362,0,25,19,45.5353,27.3419,12.0656090163934,3.37822878787879,0,0.102459016393443,0.0778688524590164,0.180327868852459
"4456","07061004-6013","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","013","197",1546.8274,0,13,156,1073.2422,639.7011,7.85191573604061,4.10064807692308,0,0.065989847715736,0.791878172588833,0.857868020304569
"4457","07061004-6014","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","014","22",483.6295,0,3,15,222.6808,132.728,21.9831590909091,8.84853333333333,0,0.136363636363636,0.681818181818182,0.818181818181818
"4458","07061004-6015","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","015","457",1785.1394,4,44,31,72.4169,0,19.5310656455142,0,0.0087527352297593,0.0962800875273523,0.0678336980306346,0.172866520787746
"4459","07061004-6017","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","017","44",232.2402,0,32,0,0,0,0,0,0,0.727272727272727,0,0.727272727272727
"4460","07061004-6018","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","018","7",99.5642,0,7,0,0,0,0,0,0,1,0,1
"4461","07061004-6021","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","021","5",588.4483,0,0,0,0,0,0,0,0,0,0,0
"4462","07061004-6022","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","022","7",65.0928,0,3,1,14.1386,8.4273,9.29897142857143,8.4273,0,0.428571428571429,0.142857142857143,0.571428571428571
"4463","07061004-6023","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","023","7",56.8841,0,0,0,0,0,0,0,0,0,0,0
"4464","07061004-6024","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","024","5",112.7405,0,2,2,26.0798,13.5154,22.5481,6.7577,0,0.4,0.4,0.8
"4465","07061004-6025","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","025","3",219.9105,0,2,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"4466","07061004-6026","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","026","12",237.4894,0,11,0,0,0,0,0,0,0.916666666666667,0,0.916666666666667
"4467","07061004-6027","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","027","24",96.9681,0,2,14,16.6908,9.9486,4.0403375,0.710614285714286,0,0.0833333333333333,0.583333333333333,0.666666666666667
"4468","07061004-6029","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","029","29",146.0922,0,18,1,0.19,0.1132,5.03766206896552,0.1132,0,0.620689655172414,0.0344827586206897,0.655172413793103
"4469","07061004-6030","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","030","14",57.9587,0,12,0,0,0,0,0,0,0.857142857142857,0,0.857142857142857
"4470","07061004-6031","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","031","37",230.541,0,35,0,0,0,0,0,0,0.945945945945946,0,0.945945945945946
"4471","07061004-6033","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","033","57",722.1158,0,3,0,0,0,0,0,0,0.0526315789473684,0,0.0526315789473684
"4472","07061004-6034","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","034","1",242.8274,0,1,0,0,0,0,0,0,1,0,1
"4473","07061004-6035","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","035","73",133.8355,0,12,34,39.7902,23.7166,1.83336301369863,0.697547058823529,0,0.164383561643836,0.465753424657534,0.63013698630137
"4474","07061005-0001","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","001","21",12891.8093,0,2,3,901.697,537.4526,613.895680952381,179.150866666667,0,0.0952380952380952,0.142857142857143,0.238095238095238
"4475","07061005-0002","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","002","20",69.9739,0,8,1,2.9424,2.9424,3.498695,2.9424,0,0.4,0.05,0.45
"4476","07061005-0003","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","003","17",274.6078,0,0,1,16.1534,16.1534,16.1534,16.1534,0,0,0.0588235294117647,0.0588235294117647
"4477","07061005-0004","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","004","65",810.8276,0,16,13,41.7489,24.8844,12.4742707692308,1.91418461538462,0,0.246153846153846,0.2,0.446153846153846
"4478","07061005-0006","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","006","22",216.9051,0,0,2,30.3901,18.1139,9.85932272727273,9.05695,0,0,0.0909090909090909,0.0909090909090909
"4479","07061005-0007","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","007","15",561.4742,0,0,6,218.4257,166.6628,112.29484,124.145225,0,0,0.4,0.4
"4480","07061005-0008","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","008","30",168.8379,0,7,9,55.5793,0,16.88379,0,0,0.233333333333333,0.3,0.533333333333333
"4481","07061005-0010","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","010","16",362.1469,0,0,13,289.6095,173.7125,45.2683625,16.9536083333333,0,0,0.8125,0.8125
"4482","07061005-0012","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","012","13",206.6759,0,9,0,0,0,0,0,0,0.692307692307692,0,0.692307692307692
"4483","07061005-0013","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","013","6",28.5132,0,0,1,4.8951,2.9177,4.7522,2.9177,0,0,0.166666666666667,0.166666666666667
"4484","07061005-0014","07","Chiapas","061","Ocozocoautla de Espinosa","005-0","014","16",10.4524,0,2,3,1.4766,0.8802,0.653275,0.2934,0,0.125,0.1875,0.3125
"4485","07061006-5001","07","Chiapas","061","Ocozocoautla de Espinosa","006-5","001","48",1301.7792,0,2,41,1111.9364,706.5866,54.2408,43.2854,0,0.0416666666666667,0.854166666666667,0.895833333333333
"4486","07061006-5002","07","Chiapas","061","Ocozocoautla de Espinosa","006-5","002","19",8056.5377,0,0,19,8056.5377,4802.0638,424.0283,252.7402,0,0,1,1
"4487","07061006-5003","07","Chiapas","061","Ocozocoautla de Espinosa","006-5","003","16",129.9152,0,0,14,113.6758,67.7558,8.1197,4.8397,0,0,0.875,0.875
"4488","07061007-A002","07","Chiapas","061","Ocozocoautla de Espinosa","007-A","002","43",8895.9873,0,2,41,2243.1838,1337.0387,206.883425581395,32.6107,0,0.0465116279069767,0.953488372093023,1
"4489","07061007-A003","07","Chiapas","061","Ocozocoautla de Espinosa","007-A","003","22",42.4703,0,1,0,0,0,0,0,0,0.0454545454545455,0,0.0454545454545455
"4490","07061007-A004","07","Chiapas","061","Ocozocoautla de Espinosa","007-A","004","676",961.0281,6,227,250,84.428,55.6563,9.95147440828402,1.55300416666667,0.00887573964497041,0.335798816568047,0.369822485207101,0.714497041420118
"4491","07061007-A005","07","Chiapas","061","Ocozocoautla de Espinosa","007-A","005","35",46.1159,0,0,31,34.9639,20.8404,1.31759714285714,0.672270967741935,0,0,0.885714285714286,0.885714285714286
"4492","07061007-A007","07","Chiapas","061","Ocozocoautla de Espinosa","007-A","007","21",512.6895,0,5,6,148.0783,83.1578,48.8275714285714,43.82396,0,0.238095238095238,0.285714285714286,0.523809523809524
"4493","07061007-A008","07","Chiapas","061","Ocozocoautla de Espinosa","007-A","008","28",363.9914,0,12,3,28.4342,16.9481,12.9996928571429,5.64936666666667,0,0.428571428571429,0.107142857142857,0.535714285714286
"4494","07061007-A009","07","Chiapas","061","Ocozocoautla de Espinosa","007-A","009","2",57.878,0,2,0,0,0,0,0,0,1,0,1
"4495","07061008-4002","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","002","58",1550.4955,0,8,32,213.3657,111.8513,53.4653620689655,6.78238965517241,0,0.137931034482759,0.551724137931034,0.689655172413793
"4496","07061008-4003","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","003","6",475.6962,0,4,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"4497","07061008-4005","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","005","14",486.6385,0,7,0,0,0,0,0,0,0.5,0,0.5
"4498","07061008-4006","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","006","13",508.0035,0,6,2,98.643,58.7957,39.0771923076923,29.39785,0,0.461538461538462,0.153846153846154,0.615384615384615
"4499","07061008-4007","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","007","13",563.4995,0,5,0,0,0,0,0,0,0.384615384615385,0,0.384615384615385
"4500","07061008-4008","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","008","173",603.5926,0,143,9,12.8547,7.9681,6.97794913294798,1.631515,0,0.826589595375723,0.0520231213872832,0.878612716763006
"4501","07061008-4010","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","010","5",200.7001,0,5,0,0,0,0,0,0,1,0,1
"4502","07061008-4011","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","011","7",552.7232,0,7,0,0,0,0,0,0,1,0,1
"4503","07061008-4012","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","012","11",242.2008,0,5,1,23.3204,23.3204,22.0182545454545,23.3204,0,0.454545454545455,0.0909090909090909,0.545454545454545
"4504","07061008-4013","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","013","20",504.9505,0,16,1,17.1385,10.2153,25.247525,10.2153,0,0.8,0.05,0.85
"4505","07061008-4014","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","014","6",393.8938,0,0,2,79.3917,47.3211,65.6489666666667,23.66055,0,0,0.333333333333333,0.333333333333333
"4506","07061008-4015","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","015","13",578.9045,0,6,1,2.0463,2.0463,44.5311153846154,2.0463,0,0.461538461538462,0.0769230769230769,0.538461538461539
"4507","07061008-4016","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","016","359",1125.2904,0,23,264,812.8506,485.762,6.26902729805014,4.96878859315589,0,0.064066852367688,0.735376044568245,0.799442896935933
"4508","07061008-4017","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","017","559",1492.2284,3,165,222,840.3773,504.6272,10.6778418604651,3.61814386178862,0.00536672629695885,0.295169946332737,0.397137745974955,0.697674418604651
"4509","07061008-4018","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","018","51",245.7699,0,4,33,152.6124,93.7191,9.63803529411765,9.53646875,0,0.0784313725490196,0.647058823529412,0.725490196078431
"4510","07061008-4019","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","019","15",557.1678,0,12,0,0,0,0,0,0,0.8,0,0.8
"4511","07061008-4020","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","020","65",190.5877,0,19,36,115.0539,69.1348,11.7284738461538,3.15609404761905,0,0.292307692307692,0.553846153846154,0.846153846153846
"4512","07061008-4021","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","021","236",605.5974,0,91,89,131.7563,79.2468,7.6982720338983,2.22245135802469,0,0.385593220338983,0.377118644067797,0.76271186440678
"4513","07061008-4023","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","023","17",146.1758,0,15,1,7.0877,4.2246,8.59857647058824,4.2246,0,0.882352941176471,0.0588235294117647,0.941176470588235
"4514","07061008-4024","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","024","25",26.6144,0,3,8,7.3559,4.3844,1.064576,0.54805,0,0.12,0.32,0.44
"4515","07061008-4025","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","025","13",378.9933,0,9,4,22.4852,13.4022,29.1533307692308,3.35055,0,0.692307692307692,0.307692307692308,1
"4516","07061008-4026","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","026","27",51.7374,0,6,7,13.4134,8.7688,3.8324,3.0583,0,0.222222222222222,0.259259259259259,0.481481481481481
"4517","07061008-4027","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","027","82",275.8052,0,43,32,48.2763,28.847,6.72695609756098,1.04472666666667,0,0.524390243902439,0.390243902439024,0.914634146341463
"4518","07061008-4028","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","028","33",399.605,0,22,7,24.323,14.4975,12.1092424242424,2.07107142857143,0,0.666666666666667,0.212121212121212,0.878787878787879
"4519","07061008-4029","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","029","4",14.8413,0,3,0,0,0,0,0,0,0.75,0,0.75
