"","TERRENO_PROM_TOT_16.x","TERRENO_PROM_SEM_16.x","PCT_SUPSEM_16.x","CULTI_ESPE","CONCAT_ESPE","PCT_AGRICOLA.x","PCT_FORESTAL","PCT_PECUARIO","PCT_OCUPADO","ACTIVIDAD PRODUCTIVA","CONSERVADO","DEFORESTADA","DEGRADADA","REFORESTADO","SIN CAMBIO","ID_07","CVE_ENT_07","CVE_MUN_07","SUP_SC_07","SUP_SEMB_07","SHAPE_LENG_07","UP_PROM_TOTAL","UP_PROM_SEMB"
"42",20.8740201680672,21.0585,0.0169552566730451,"FRIJOL","116_008-4_008_FRIJOL",0.0168067226890756,0,0.176470588235294,0.19327731092437,37.876,329.048,521.818,1551.365,6.141,14.242,274,28,464,9891.08,398.0572,103926.2629328,620.155015873016,6.49980666666667
"43",6.60005477178423,3.7599,0.00354570803260026,"FRIJOL","116_008-4_009_FRIJOL",0.00622406639004149,0,0.311203319502075,0.317427385892116,13.536,489.222,601.426,756.516,35.77,1274.015,588,147,2436,67662,2929.8024,481770.9538677,48535.6144736842,43.1175250657895
"44",6.60005477178423,2.91881923076923,0.0238553596814109,"PALMA DE ACEITE","116_008-4_009_PALMA DE ACEITE",0.0539419087136929,0,0.311203319502075,0.365145228215768,13.536,489.222,601.426,756.516,35.77,1274.015,588,147,2436,67662,2929.8024,481770.9538677,48535.6144736842,43.1175250657895
"45",6.60005477178423,2.15205688622755,0.112973254591374,"MAIZ","116_008-4_009_MAIZ",0.346473029045643,0,0.311203319502075,0.657676348547718,13.536,489.222,601.426,756.516,35.77,1274.015,588,147,2436,67662,2929.8024,481770.9538677,48535.6144736842,43.1175250657895
"46",6.1864,2.1928,0.177227466701151,"MAIZ","116_008-4_010_MAIZ",0.5,0,0,0.5,0,0,0,160.084,0,0,141,14,232,320.2,127.5663,11807.26506532,24.4363157894737,6.95755578947368
"47",29.2627637860082,10.80657,0.0151972936687358,"MAIZ","116_009-9_001_MAIZ",0.0411522633744856,0,0.781893004115226,0.823045267489712,564.538,232.45,2655.824,1590.804,29.366,1954.93,49512,105,1740,108370.65,1589.3844,639835.152705,66148.6300331675,40.8116451077944
"48",29.2627637860082,5.29663333333333,0.00223459873638764,"FRIJOL","116_009-9_001_FRIJOL",0.0123456790123457,0,0.781893004115226,0.794238683127572,564.538,232.45,2655.824,1590.804,29.366,1954.93,49512,105,1740,108370.65,1589.3844,639835.152705,66148.6300331675,40.8116451077944
"49",29.2627637860082,12.9594333333333,0.0109349209312707,"PALMA DE ACEITE","116_009-9_001_PALMA DE ACEITE",0.0246913580246914,0,0.781893004115226,0.806584362139918,564.538,232.45,2655.824,1590.804,29.366,1954.93,49512,105,1740,108370.65,1589.3844,639835.152705,66148.6300331675,40.8116451077944
"50",27.7962534090909,3.230325,0.00528247287087374,"PALMA DE ACEITE","116_009-9_002_PALMA DE ACEITE",0.0454545454545455,0.0113636363636364,0.352272727272727,0.409090909090909,16.39,1500.474,78.019,7.319,16.532,832.864,672,105,1740,36973.2,225.78,376681.1533875,23947.2572307692,16.4740961538462
"51",27.7962534090909,2.40331515151515,0.0324231891454632,"MAIZ","116_009-9_002_MAIZ",0.375,0.0113636363636364,0.352272727272727,0.738636363636364,16.39,1500.474,78.019,7.319,16.532,832.864,672,105,1740,36973.2,225.78,376681.1533875,23947.2572307692,16.4740961538462
"52",27.7962534090909,4.5825,0.00562023912395322,"FRIJOL","116_009-9_002_FRIJOL",0.0340909090909091,0.0113636363636364,0.352272727272727,0.397727272727273,16.39,1500.474,78.019,7.319,16.532,832.864,672,105,1740,36973.2,225.78,376681.1533875,23947.2572307692,16.4740961538462
"53",40.7180283018868,3.52704210526316,0.0155264310857622,"MAIZ","116_010-1_006_MAIZ",0.179245283018868,0,0.60377358490566,0.783018867924528,18.966,1867.191,525.492,712.498,222.658,963.449,177,14,232,8725.34,245.7194,56508.899679,547.043260188088,9.01710031347962
"54",12.419933,6.21626923076923,0.0650659709677983,"MAIZ","116_010-1_007_MAIZ",0.13,0.46,0.34,0.93,0,221.998,68.894,902.282,89.003,0,194,21,348,3847.05,177.8254,54011.3142093,1641.79659090909,8.70728787878788
"55",4.669,1.655,0.0962120980326163,"MAIZ","116_010-1_012_MAIZ",0.271428571428571,0.728571428571429,0,1,0,176.998,15.553,109.433,23.315,0,145,14,232,650.6,30.4056,17729.91793996,406.625,27.013575
"56",20.3787193548387,8.21507142857143,0.182054239693114,"MAIZ","116_010-1_014_MAIZ",0.451612903225806,0,0.354838709677419,0.806451612903226,0,185.407,196.097,231.515,31.435,0,147,14,232,1288.9,37.9338,22365.338992,751.858333333333,7.52021666666667
"57",12.8962702439024,3.35320816326531,0.0621496387270829,"MAIZ","116_011-6_001_MAIZ",0.239024390243902,0.268292682926829,0.307317073170732,0.814634146341463,125.585,1163.738,675.816,226.311,73.178,370.613,322,42,696,15996.6,343.3812,225345.6641502,5943.18125,20.4086104166667
"58",12.8962702439024,2.60173888888889,0.0177140647282629,"PALMA DE ACEITE","116_011-6_001_PALMA DE ACEITE",0.0878048780487805,0.268292682926829,0.307317073170732,0.663414634146341,125.585,1163.738,675.816,226.311,73.178,370.613,322,42,696,15996.6,343.3812,225345.6641502,5943.18125,20.4086104166667
"59",4.1194,1.4602,0.14284575568533,"MAIZ","116_011-6_005_MAIZ",0.402985074626866,0,0,0.402985074626866,0,224.087,41.211,9.15,0.25,0,162,21,348,824.1,19.3956,26063.75711688,588.642857142857,4.61682857142857
"60",1.762,0.6246,0.145015994221443,"MAIZ","116_011-6_006_MAIZ",0.409090909090909,0,0,0.409090909090909,0,85.382,23.804,0.079,6.359,0,166,21,348,347.22,48.296,13594.01733513,242.001818181818,10.8145454545455
"61",9.24750756756757,7.0497,0.0164829220016567,"PALMA DE ACEITE","116_011-6_007_PALMA DE ACEITE",0.0216216216216216,0.194594594594595,0.448648648648649,0.664864864864865,95.353,5.732,629.37,4.559,0,917.547,522,84,1392,20883,596.1885,230109.4315476,5810.30021759826,21.1919230926153
"62",9.24750756756757,1.538,0.0224750113821758,"MAIZ","116_011-6_007_MAIZ",0.135135135135135,0.194594594594595,0.448648648648649,0.778378378378378,95.353,5.732,629.37,4.559,0,917.547,522,84,1392,20883,596.1885,230109.4315476,5810.30021759826,21.1919230926153
"63",9.24750756756757,2.43242,0.0142181189040916,"CACAO","116_011-6_007_CACAO",0.0540540540540541,0.194594594594595,0.448648648648649,0.697297297297297,95.353,5.732,629.37,4.559,0,917.547,522,84,1392,20883,596.1885,230109.4315476,5810.30021759826,21.1919230926153
"64",50.55976,18.9328,0.235377247495976,"MAIZ","116_011-6_008_MAIZ",0.628571428571429,0,0,0.628571428571429,30.236,619.856,535.23,21.676,178.388,342.622,170,21,348,5341.35,70.7008,54908.2793754,2101.92013888889,4.72631805555556
"65",52.4357133333333,6.9854,0.00444061216801729,"MAIZ","116_011-6_009_MAIZ",0.0333333333333333,0,0.422222222222222,0.455555555555556,0,2882.994,96.665,1152.063,33.313,659.491,366,56,928,39764.48,164.1382,226675.4270464,21657.44,7.34309285714286
"66",52.4357133333333,16.6173333333333,0.0105636230709765,"PALMA DE ACEITE","116_011-6_009_PALMA DE ACEITE",0.0333333333333333,0,0.422222222222222,0.455555555555556,0,2882.994,96.665,1152.063,33.313,659.491,366,56,928,39764.48,164.1382,226675.4270464,21657.44,7.34309285714286
"67",0,0,0,"0","0",0,0,0,0,0,184.234,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"68",1.7712,0.6278,0.157532871625013,"MAIZ","116_011-6_011_MAIZ",0.444444444444444,0,0,0.444444444444444,0,105.682,0,0,5.26,0,163,14,232,222.1,18.1289,10713.57360476,222.1,18.1289
"69",20.5498226086957,1.813171875,0.0122758914326395,"MAIZ","116_011-6_012_MAIZ",0.139130434782609,0.160869565217391,0.38695652173913,0.68695652173913,58.692,1320.186,88.6,717.583,73.092,1682.506,330,28,464,19278.48,342.2294,144480.3602444,1260.03137254902,7.82300522875817
"70",20.5498226086957,4.47302,0.00946378633713796,"PALMA DE ACEITE","116_011-6_012_PALMA DE ACEITE",0.0434782608695652,0.160869565217391,0.38695652173913,0.591304347826087,58.692,1320.186,88.6,717.583,73.092,1682.506,330,28,464,19278.48,342.2294,144480.3602444,1260.03137254902,7.82300522875817
"71",3.26145833333333,1.0799,0.0229937187267114,"PALMA DE ACEITE","116_011-6_013_PALMA DE ACEITE",0.0694444444444444,0,0.0972222222222222,0.166666666666667,10.424,0.785,0,34.792,0,187.174,362,42,696,1401.78,118.5134,71034.2926944,635.992777777778,16.78985
"72",3.26145833333333,1.0684,0.250237410837858,"MAIZ","116_011-6_013_MAIZ",0.763888888888889,0,0.0972222222222222,0.861111111111111,10.424,0.785,0,34.792,0,187.174,362,42,696,1401.78,118.5134,71034.2926944,635.992777777778,16.78985
"73",73.3961,26.016,0.354460250612771,"MAIZ","116_012-0_001_MAIZ",1,0,0,1,0,152.776,614.963,255.25,0,0,169,14,232,2045.98,71.9146,34337.4305268,1169.13142857143,13.294
"74",20.4574825,8.2072,0.240709970056188,"MAIZ","116_012-0_002_MAIZ",0.6,0,0.15,0.75,0,23.141,769.159,22.345,0,0,234,49,812,5702.76,126.8815,88833.908044,3570.36742857143,10.080159047619
"75",20.646987109375,5.31945833333333,0.0966144292352582,"MAIZ","116_012-0_004_MAIZ",0.375,0,0.03125,0.40625,4.614,1555.039,2091.545,1425.04,31.046,90.549,410,56,928,41668.48,666.1446,342584.7673968,21379.4710344828,14.2012985221675
"76",20.646987109375,2.85476,0.00270049237472924,"PALMA DE ACEITE","116_012-0_004_PALMA DE ACEITE",0.01953125,0,0.03125,0.05078125,4.614,1555.039,2091.545,1425.04,31.046,90.549,410,56,928,41668.48,666.1446,342584.7673968,21379.4710344828,14.2012985221675
"77",39.5271515151515,14.3877,0.165452439289909,"MAIZ","116_012-0_005_MAIZ",0.454545454545455,0,0,0.454545454545455,0,615.506,20.18,638.38,21.803,0,384,42,696,7789.5,727.0606,92490.4527834,2721.54788961039,14.619449025974
"78",39.5271515151515,8.7917,0.00674005440065747,"NARANJA","116_012-0_005_NARANJA",0.0303030303030303,0,0,0.0303030303030303,0,615.506,20.18,638.38,21.803,0,384,42,696,7789.5,727.0606,92490.4527834,2721.54788961039,14.619449025974
